DPCOEF,POROS,MMP,SOINIT,XKVH,SOLRAT,RF_1HCPV,RF_2HCPV
0.839,0.105,1624.876,0.426,0.1,2.254,2.827,3.628
0.854,0.098,1594.464,0.376,0.1,3.311,2.092,2.627
0.862,0.099,1697.235,0.377,0.075,6.973,2.091,2.593
0.861,0.104,1561.218,0.397,0.094,3.832,2.359,2.906
0.748,0.101,1671.125,0.409,0.1,8.811,3.011,4.191
0.812,0.1,1569.33,0.411,0.1,4.935,2.768,3.658
0.738,0.106,1441.398,0.344,0.094,3.805,2.02,2.893
0.82,0.1,1438.859,0.381,0.096,8.231,2.306,3.034
0.805,0.1,1446.39,0.409,0.098,3.271,2.721,3.638
0.885,0.093,1376.509,0.431,0.099,9.622,2.775,3.236
0.794,0.094,1610.061,0.409,0.1,3.902,2.794,3.776
0.754,0.091,1656.982,0.379,0.093,8.522,2.438,3.426
0.76,0.106,1451.033,0.398,0.1,6.135,2.804,3.891
0.855,0.099,1635.679,0.408,0.1,7.913,2.55,3.171
0.83,0.1,1630.915,0.365,0.096,3.104,2.003,2.628
0.75,0.104,1462.717,0.4,0.096,3.667,2.855,3.989
0.746,0.101,1569.694,0.396,0.1,3.586,2.776,3.889
0.844,0.101,1690.058,0.385,0.094,3.074,2.184,2.81
0.743,0.098,1354.919,0.406,0.099,4.12,2.975,4.184
0.868,0.104,1462.636,0.407,0.085,8.719,2.521,3.042
0.845,0.096,1872.598,0.445,0.1,7.981,3.05,3.921
0.745,0.093,1680.998,0.392,0.1,4.451,2.685,3.775
0.746,0.096,1589.039,0.4,0.093,4.925,2.867,4.002
0.928,0.097,1641.861,0.368,0.084,7.877,1.972,2.031
0.797,0.098,1733.626,0.401,0.1,8.59,2.585,3.509
0.796,0.102,1731.521,0.348,0.096,5.392,1.858,2.569
0.866,0.097,1541.757,0.367,0.093,7.925,2.041,2.477
0.906,0.102,1597.376,0.369,0.099,6.553,2.014,2.214
0.927,0.094,1644.755,0.406,0.088,9.937,2.32,2.421
0.854,0.095,1413.76,0.402,0.1,7.524,2.472,3.073
0.797,0.1,1801.224,0.42,0.087,7.904,2.88,3.908
0.746,0.106,1579.094,0.395,0.088,8.743,2.812,3.93
0.859,0.105,1558.37,0.396,0.088,3.141,2.328,2.886
0.821,0.108,1770.687,0.368,0.1,4.94,2.003,2.69
0.803,0.102,1445.916,0.415,0.082,5.932,2.9,3.863
0.891,0.102,1384.065,0.336,0.1,3.222,1.707,1.94
0.753,0.101,1661.883,0.392,0.096,4.895,2.666,3.731
0.812,0.101,1563.25,0.371,0.079,7.485,2.199,2.932
0.717,0.095,1694.101,0.418,0.089,4.004,3.346,4.694
0.809,0.1,1411.077,0.41,0.1,5.851,2.761,3.665
0.738,0.099,1562.824,0.412,0.1,3.092,3.142,4.389
0.755,0.099,1505.812,0.367,0.1,2.913,2.256,3.186
0.754,0.1,1683.503,0.409,0.1,4.938,2.966,4.125
0.835,0.095,1502.214,0.411,0.085,7.816,2.693,3.448
0.852,0.098,1587.107,0.335,0.1,6.209,1.781,2.226
0.825,0.094,1719.44,0.384,0.1,7.027,2.241,2.959
0.912,0.108,1776.591,0.358,0.1,5.224,1.815,1.993
0.797,0.095,1676.548,0.41,0.1,6.69,2.793,3.764
0.785,0.097,1577.959,0.374,0.1,5.873,2.296,3.152
0.88,0.105,1622.435,0.379,0.092,5.179,2.111,2.499
0.775,0.1,1663.662,0.357,0.1,2.193,1.99,2.802
0.913,0.095,1749.96,0.396,0.1,8.763,2.181,2.396
0.717,0.099,1758.378,0.347,0.099,9.618,1.99,2.887
0.916,0.095,1788.53,0.425,0.097,6.239,2.508,2.775
0.733,0.096,1715.414,0.345,0.078,5.575,1.978,2.841
0.886,0.093,1462.553,0.354,0.083,8.116,1.898,2.193
0.817,0.099,1686.869,0.407,0.1,2.103,2.573,3.432
0.934,0.104,1717.316,0.435,0.1,3.108,2.588,2.719
0.743,0.101,1751.733,0.431,0.1,4.22,3.436,4.782
0.821,0.101,1783.669,0.358,0.087,2.672,1.825,2.481
0.916,0.096,1602.761,0.381,0.1,2.367,2.017,2.171
0.816,0.098,1650.835,0.399,0.1,9.51,2.535,3.35
0.832,0.104,1341.467,0.346,0.094,3.477,1.789,2.343
0.843,0.094,1622.693,0.399,0.1,6.743,2.464,3.133
0.807,0.105,1591.849,0.394,0.083,6.31,2.522,3.366
0.832,0.1,1817.629,0.403,0.094,4.289,2.397,3.171
0.825,0.104,1766.987,0.435,0.1,7.18,3.073,4.012
0.889,0.098,1709.13,0.38,0.1,4.604,2.05,2.398
0.734,0.098,1401.286,0.407,0.1,5.661,3.092,4.341
0.784,0.103,1569.008,0.393,0.085,5.046,2.581,3.527
0.907,0.103,1666.093,0.393,0.099,9.285,2.222,2.454
0.886,0.097,1373.068,0.408,0.089,9.444,2.429,2.822
0.807,0.108,1506.025,0.441,0.1,4.992,3.374,4.442
0.831,0.094,1757.702,0.427,0.1,3.976,2.867,3.745
0.783,0.094,1452.842,0.407,0.1,7.892,2.85,3.876
0.769,0.101,1396.163,0.395,0.099,4.521,2.664,3.698
0.808,0.103,1625.237,0.392,0.091,5.847,2.472,3.303
0.794,0.107,1801.835,0.419,0.1,6.35,2.878,3.918
0.825,0.099,1727.467,0.375,0.1,9.896,2.109,2.79
0.744,0.092,1832.613,0.403,0.1,5.064,2.759,3.916
0.919,0.101,1689.368,0.398,0.1,5.279,2.215,2.382
0.927,0.098,1580.583,0.408,0.091,2.546,2.281,2.384
0.844,0.099,1801.974,0.371,0.1,7.303,1.976,2.568
0.818,0.1,1577.117,0.411,0.1,3.528,2.721,3.582
0.788,0.094,1551.032,0.406,0.1,6.909,2.809,3.803
0.866,0.1,1584.034,0.37,0.097,3.936,2.029,2.476
0.841,0.099,1717.012,0.394,0.1,9.556,2.34,3.003
0.764,0.102,1778.282,0.41,0.1,2.645,2.81,3.939
0.892,0.102,1553.738,0.432,0.1,9.438,2.832,3.253
0.868,0.096,1588.452,0.363,0.1,6.406,1.99,2.41
0.907,0.096,1764.719,0.339,0.1,9.497,1.715,1.904
0.849,0.097,1392.021,0.369,0.1,5.945,2.053,2.587
0.83,0.096,1702.76,0.451,0.081,2.36,3.352,4.344
0.802,0.102,1585.936,0.417,0.096,3.583,2.904,3.882
0.9,0.109,1560.333,0.405,0.1,4.811,2.38,2.678
0.879,0.102,1583.63,0.365,0.077,9.501,2.0,2.363
0.734,0.101,1574.526,0.392,0.1,8.075,2.803,3.937
0.726,0.099,1690.695,0.413,0.092,6.813,3.209,4.496
0.797,0.098,1786.117,0.432,0.1,5.517,3.113,4.203
0.866,0.106,1597.426,0.389,0.097,5.575,2.267,2.764
0.928,0.108,1726.484,0.458,0.097,7.221,3.07,3.294
0.761,0.1,1680.341,0.366,0.099,7.762,2.208,3.105
0.827,0.098,1543.972,0.389,0.1,5.819,2.388,3.11
0.798,0.103,1627.45,0.429,0.1,8.386,3.186,4.246
0.916,0.095,1655.106,0.408,0.097,6.196,2.359,2.557
0.873,0.103,1365.038,0.422,0.1,6.119,2.672,3.196
0.872,0.104,1566.968,0.433,0.1,7.187,2.925,3.512
0.809,0.095,1863.598,0.398,0.1,8.354,2.352,3.214
0.802,0.108,1644.473,0.376,0.1,6.776,2.267,3.061
0.783,0.108,1545.283,0.411,0.096,9.383,2.948,3.997
0.738,0.106,1512.142,0.402,0.1,9.013,2.998,4.192
0.879,0.1,1494.182,0.418,0.1,8.159,2.652,3.13
0.866,0.097,1568.878,0.398,0.1,5.698,2.387,2.905
0.947,0.101,1486.515,0.422,0.081,6.902,2.483,2.411
0.939,0.099,1455.992,0.432,0.1,6.053,2.634,2.647
0.821,0.096,1555.991,0.416,0.088,2.05,2.754,3.618
0.857,0.099,1634.03,0.415,0.091,7.303,2.662,3.302
0.904,0.102,1462.333,0.403,0.1,9.325,2.373,2.616
0.875,0.094,1389.341,0.396,0.09,6.151,2.297,2.738
0.779,0.098,1378.955,0.445,0.089,3.364,3.594,4.863
0.806,0.092,1519.384,0.407,0.1,5.676,2.744,3.649
0.757,0.103,1484.997,0.425,0.094,2.024,3.267,4.517
0.908,0.102,1612.017,0.398,0.084,7.919,2.288,2.515
0.828,0.094,1586.408,0.401,0.1,7.348,2.553,3.311
0.776,0.107,1541.781,0.409,0.1,7.213,2.936,4.005
0.839,0.092,1726.904,0.414,0.1,5.472,2.639,3.401
0.83,0.101,1601.488,0.394,0.091,5.136,2.422,3.144
0.795,0.103,1428.357,0.387,0.1,4.181,2.431,3.305
0.753,0.103,1530.733,0.377,0.095,9.329,2.47,3.464
0.839,0.093,1830.726,0.392,0.087,4.95,2.2,2.894
0.816,0.106,1835.625,0.374,0.093,6.438,2.028,2.763
0.858,0.106,1514.105,0.392,0.072,5.658,2.331,2.88
0.816,0.101,1473.501,0.429,0.089,7.286,3.105,4.058
0.876,0.1,1598.704,0.447,0.085,9.854,3.134,3.746
0.82,0.093,1594.387,0.403,0.1,6.639,2.601,3.411
0.822,0.101,1571.707,0.366,0.1,5.259,2.097,2.764
0.882,0.099,1608.94,0.392,0.083,6.851,2.273,2.677
0.8,0.103,1504.439,0.404,0.1,2.272,2.649,3.571
0.758,0.099,1443.831,0.388,0.094,9.236,2.633,3.68
0.727,0.102,1621.941,0.373,0.089,3.346,2.446,3.481
0.854,0.095,1789.853,0.375,0.082,6.322,2.007,2.56
0.831,0.095,1457.464,0.396,0.092,5.037,2.449,3.17
0.845,0.095,1669.493,0.374,0.099,8.806,2.108,2.689
0.773,0.093,1580.751,0.378,0.1,9.703,2.375,3.293
0.758,0.1,1530.034,0.429,0.099,2.497,3.356,4.621
0.719,0.104,1737.395,0.418,0.097,3.655,3.304,4.652
0.794,0.101,1586.65,0.352,0.1,8.795,2.008,2.745
0.826,0.101,1626.132,0.384,0.1,5.633,2.294,3.004
0.799,0.102,1582.401,0.4,0.085,7.06,2.65,3.56
0.805,0.098,1420.934,0.353,0.096,4.969,1.976,2.676
0.89,0.099,1629.968,0.41,0.094,6.275,2.473,2.869
0.793,0.098,1574.575,0.389,0.099,4.135,2.471,3.357
0.815,0.102,1424.965,0.39,0.095,6.721,2.441,3.229
0.86,0.096,1630.271,0.379,0.092,5.464,2.143,2.654
0.8,0.092,1342.152,0.385,0.1,7.451,2.376,3.229
0.831,0.101,1493.736,0.427,0.1,6.865,3.002,3.85
0.878,0.107,1701.487,0.419,0.1,3.07,2.554,3.078
0.906,0.101,1382.625,0.438,0.099,3.524,2.744,3.049
0.761,0.103,1647.815,0.412,0.1,2.186,2.942,4.091
0.898,0.102,1804.854,0.403,0.099,4.865,2.222,2.582
0.812,0.1,1475.541,0.379,0.1,4.183,2.26,3.015
0.78,0.102,1574.008,0.409,0.071,2.658,2.84,3.881
0.808,0.104,1623.576,0.433,0.1,7.425,3.218,4.243
0.923,0.097,1584.736,0.355,0.1,7.728,1.912,1.984
0.812,0.098,1638.596,0.393,0.1,7.298,2.48,3.296
0.791,0.097,1569.699,0.367,0.089,3.864,2.156,2.956
0.833,0.1,1463.495,0.422,0.093,7.026,2.886,3.699
0.777,0.105,1426.602,0.405,0.09,5.038,2.826,3.872
0.744,0.098,1685.523,0.429,0.1,2.082,3.403,4.736
0.757,0.099,1507.249,0.354,0.1,9.74,2.119,2.992
0.757,0.105,1734.293,0.433,0.084,7.742,3.437,4.734
0.762,0.1,1684.93,0.355,0.1,3.909,2.024,2.867
0.759,0.1,1394.348,0.381,0.091,4.475,2.477,3.478
0.834,0.105,1490.31,0.368,0.1,9.185,2.123,2.734
0.767,0.1,1529.257,0.366,0.1,4.04,2.23,3.115
0.793,0.102,1629.827,0.37,0.096,2.739,2.138,2.941
0.888,0.094,1714.983,0.396,0.099,8.729,2.25,2.634
0.81,0.096,1404.211,0.419,0.1,7.581,2.933,3.878
0.838,0.099,1511.966,0.432,0.1,6.342,3.047,3.868
0.766,0.1,1560.226,0.402,0.082,6.434,2.839,3.914
0.769,0.107,1481.681,0.368,0.1,7.503,2.296,3.193
0.732,0.108,1613.91,0.357,0.1,9.286,2.222,3.164
0.765,0.105,1593.327,0.397,0.095,8.58,2.754,3.805
0.783,0.098,1538.682,0.417,0.1,3.866,3.009,4.084
0.767,0.107,1605.11,0.406,0.094,7.149,2.901,3.992
0.747,0.102,1553.077,0.403,0.094,7.37,2.96,4.118
0.755,0.099,1548.546,0.351,0.099,8.573,2.086,2.944
0.808,0.102,1518.566,0.391,0.1,9.288,2.498,3.326
0.772,0.092,1612.387,0.401,0.1,2.469,2.712,3.751
0.795,0.095,1582.738,0.404,0.1,2.756,2.676,3.624
0.814,0.104,1487.985,0.337,0.1,2.762,1.768,2.373
0.842,0.102,1348.311,0.373,0.1,7.537,2.108,2.69
0.731,0.099,1464.825,0.44,0.1,9.426,3.875,5.355
0.863,0.1,1387.808,0.398,0.1,6.657,2.377,2.902
0.832,0.106,1578.725,0.412,0.097,6.543,2.725,3.506
0.745,0.101,1501.289,0.383,0.098,8.719,2.611,3.667
0.881,0.099,1575.104,0.403,0.081,9.938,2.414,2.845
0.896,0.095,1543.518,0.387,0.1,9.535,2.193,2.481
0.739,0.098,1611.63,0.382,0.094,6.855,2.586,3.641
0.783,0.108,1677.056,0.391,0.093,9.98,2.53,3.472
0.865,0.099,1593.729,0.395,0.1,7.786,2.356,2.873
0.853,0.1,1405.614,0.385,0.079,7.605,2.248,2.806
0.768,0.1,1356.142,0.378,0.098,2.781,2.34,3.293
0.772,0.105,1495.912,0.406,0.1,4.377,2.862,3.931
0.796,0.101,1576.576,0.389,0.085,6.667,2.487,3.362
0.811,0.102,1389.905,0.373,0.1,7.581,2.211,2.957
0.83,0.099,1542.883,0.417,0.1,3.613,2.765,3.575
0.796,0.092,1757.398,0.414,0.1,8.472,2.79,3.782
0.808,0.106,1427.293,0.43,0.1,9.005,3.183,4.192
0.853,0.107,1803.735,0.401,0.1,8.814,2.349,2.981
0.73,0.107,1739.379,0.38,0.1,6.299,2.513,3.578
0.779,0.107,1725.99,0.427,0.1,4.719,3.168,4.325
0.846,0.104,1743.343,0.381,0.1,8.735,2.142,2.738
0.887,0.102,1420.038,0.408,0.099,7.937,2.468,2.85
0.815,0.104,1464.955,0.372,0.092,2.303,2.113,2.826
0.818,0.101,1455.522,0.406,0.088,6.009,2.68,3.52
0.752,0.095,1441.505,0.425,0.09,8.584,3.375,4.659
0.806,0.099,1542.874,0.4,0.1,6.554,2.634,3.509
0.818,0.108,1725.183,0.395,0.1,4.145,2.407,3.212
0.778,0.098,1512.963,0.453,0.1,2.132,3.776,5.094
0.782,0.105,1509.666,0.344,0.098,3.813,1.917,2.661
0.797,0.094,1658.463,0.385,0.1,6.895,2.384,3.235
0.722,0.098,1432.085,0.435,0.094,4.025,3.773,5.252
0.79,0.098,1554.657,0.407,0.095,2.091,2.745,3.735
0.773,0.093,1530.601,0.4,0.09,2.56,2.72,3.751
0.79,0.095,1734.211,0.407,0.09,5.039,2.708,3.697
0.755,0.096,1604.382,0.384,0.1,5.718,2.552,3.568
0.886,0.104,1647.741,0.355,0.1,8.073,1.911,2.219
0.827,0.094,1452.401,0.38,0.1,6.332,2.258,2.947
0.84,0.098,1786.886,0.385,0.1,8.231,2.168,2.817
0.861,0.091,1540.918,0.396,0.1,3.199,2.329,2.875
0.813,0.102,1670.285,0.39,0.1,4.802,2.386,3.187
0.747,0.101,1809.627,0.399,0.095,6.14,2.698,3.821
0.818,0.102,1602.606,0.372,0.1,2.125,2.097,2.801
0.826,0.099,1602.269,0.371,0.083,9.687,2.136,2.804
0.852,0.096,1445.275,0.387,0.094,9.382,2.277,2.843
0.804,0.103,1565.046,0.396,0.092,7.313,2.574,3.44
0.756,0.104,1737.039,0.386,0.1,3.707,2.463,3.479
0.784,0.095,1455.946,0.403,0.086,3.103,2.714,3.708
0.795,0.1,1778.142,0.383,0.1,9.105,2.268,3.119
0.835,0.097,1655.287,0.37,0.1,4.302,2.064,2.686
0.823,0.096,1575.269,0.427,0.1,5.013,3.014,3.917
0.794,0.103,1614.29,0.373,0.095,5.165,2.233,3.044
0.928,0.1,1464.589,0.444,0.085,3.705,2.801,2.947
0.828,0.097,1497.856,0.45,0.1,7.797,3.472,4.445
0.777,0.098,1527.054,0.411,0.1,6.6,2.967,4.042
0.75,0.107,1563.196,0.398,0.1,9.11,2.846,3.961
0.762,0.104,1776.687,0.42,0.099,3.756,3.05,4.247
0.778,0.105,1557.221,0.429,0.089,4.716,3.28,4.446
0.763,0.1,1607.238,0.412,0.094,5.957,3.033,4.175
0.768,0.101,1470.777,0.36,0.1,5.778,2.175,3.038
0.784,0.099,1681.998,0.335,0.092,9.853,1.774,2.477
0.766,0.094,1618.665,0.372,0.09,6.769,2.311,3.226
0.888,0.099,1581.395,0.371,0.086,5.282,2.031,2.351
0.745,0.101,1802.499,0.371,0.1,4.282,2.206,3.174
0.816,0.098,1759.704,0.398,0.1,6.619,2.449,3.27
0.801,0.104,1652.436,0.399,0.1,6.373,2.599,3.493
0.924,0.095,1781.367,0.414,0.079,6.065,2.329,2.507
0.753,0.099,1620.108,0.373,0.1,9.55,2.367,3.33
0.8,0.095,1723.503,0.359,0.1,6.034,1.981,2.718
0.916,0.099,1571.483,0.409,0.1,3.824,2.359,2.547
0.879,0.093,1424.956,0.396,0.1,3.248,2.261,2.678
0.867,0.097,1867.546,0.409,0.1,9.277,2.329,2.907
0.78,0.099,1472.666,0.389,0.1,9.983,2.552,3.503
0.765,0.1,1512.772,0.416,0.091,6.739,3.12,4.279
0.839,0.1,1471.344,0.41,0.091,7.817,2.676,3.406
0.899,0.097,1546.468,0.408,0.1,5.364,2.421,2.736
0.821,0.1,1528.189,0.346,0.098,8.894,1.909,2.518
0.823,0.1,1632.042,0.427,0.1,4.774,2.983,3.887
0.784,0.098,1874.757,0.389,0.096,2.154,2.222,3.163
0.857,0.104,1397.219,0.365,0.085,2.305,1.924,2.394
0.768,0.1,1700.3,0.416,0.086,8.605,3.035,4.175
0.79,0.098,1451.785,0.397,0.092,5.367,2.626,3.567
0.803,0.107,1359.752,0.347,0.1,9.742,1.933,2.633
0.814,0.104,1644.939,0.419,0.095,5.341,2.882,3.802
0.778,0.108,1748.993,0.393,0.1,9.568,2.526,3.497
0.754,0.102,1478.14,0.416,0.083,5.764,3.187,4.405
0.829,0.099,1547.973,0.416,0.1,7.774,2.817,3.63
0.785,0.097,1474.284,0.36,0.1,4.346,2.1,2.899
0.825,0.102,1770.275,0.405,0.1,6.391,2.524,3.333
0.762,0.108,1520.601,0.387,0.1,4.605,2.586,3.598
0.811,0.101,1582.928,0.401,0.1,7.415,2.623,3.476
0.818,0.105,1762.353,0.358,0.1,3.822,1.882,2.552
0.736,0.098,1616.304,0.403,0.1,4.863,2.982,4.175
0.792,0.099,1790.059,0.418,0.1,7.072,2.881,3.924
0.758,0.106,1784.939,0.45,0.1,4.429,3.757,5.166
0.74,0.103,1588.25,0.384,0.095,4.233,2.604,3.67
0.931,0.108,1625.826,0.368,0.099,5.043,1.962,1.992
0.79,0.103,1503.609,0.388,0.095,6.973,2.509,3.41
0.866,0.099,1858.726,0.343,0.095,4.665,1.613,2.048
0.78,0.1,1523.824,0.391,0.094,5.476,2.583,3.541
0.841,0.106,1702.504,0.434,0.097,2.168,2.939,3.779
0.855,0.101,1537.349,0.372,0.1,7.6,2.119,2.628
0.827,0.097,1537.377,0.396,0.083,8.494,2.491,3.239
0.809,0.099,1436.731,0.402,0.1,8.617,2.658,3.529
0.801,0.1,1618.542,0.37,0.1,6.396,2.192,2.964
0.793,0.094,1509.928,0.385,0.1,5.399,2.429,3.297
0.899,0.103,1463.435,0.434,0.096,3.488,2.749,3.12
0.87,0.095,1501.99,0.382,0.1,7.248,2.188,2.631
0.914,0.099,1512.595,0.407,0.091,6.614,2.382,2.57
0.756,0.104,1601.228,0.365,0.095,5.439,2.258,3.174
0.85,0.1,1563.564,0.409,0.1,6.918,2.615,3.275
0.902,0.104,1416.569,0.38,0.1,9.634,2.121,2.338
0.767,0.098,1611.011,0.376,0.097,3.087,2.329,3.256
0.741,0.107,1704.538,0.364,0.1,9.717,2.227,3.172
0.851,0.096,1623.165,0.351,0.098,6.562,1.886,2.37
0.824,0.093,1832.304,0.444,0.1,8.656,3.183,4.18
0.873,0.105,1433.593,0.391,0.099,9.95,2.302,2.743
0.759,0.103,1720.577,0.418,0.098,9.428,3.109,4.3
0.862,0.097,1601.713,0.435,0.1,5.193,2.967,3.642
0.771,0.108,1606.55,0.373,0.1,5.663,2.325,3.229
0.764,0.1,1605.786,0.428,0.1,6.847,3.364,4.597
0.764,0.107,1541.986,0.412,0.1,7.104,3.061,4.204
0.867,0.1,1541.702,0.403,0.08,3.826,2.416,2.943
0.838,0.1,1642.574,0.421,0.09,9.583,2.831,3.615
0.816,0.099,1389.765,0.362,0.091,8.624,2.059,2.745
0.795,0.098,1627.937,0.379,0.091,3.042,2.274,3.109
0.882,0.1,1677.349,0.365,0.1,9.931,1.956,2.302
0.799,0.1,1553.256,0.432,0.073,9.968,3.234,4.306
0.867,0.093,1497.799,0.36,0.1,4.835,1.947,2.361
0.805,0.097,1495.984,0.447,0.085,8.786,3.553,4.672
0.797,0.097,1421.372,0.362,0.1,4.085,2.07,2.829
0.808,0.105,1427.081,0.409,0.1,3.281,2.704,3.606
0.787,0.101,1473.216,0.409,0.1,8.835,2.874,3.891
0.853,0.103,1358.746,0.437,0.097,6.49,3.026,3.759
0.813,0.107,1518.912,0.384,0.098,2.492,2.293,3.061
0.776,0.102,1534.845,0.385,0.08,8.661,2.512,3.461
0.889,0.108,1870.671,0.425,0.1,5.068,2.504,3.002
0.798,0.098,1861.319,0.447,0.1,3.351,3.33,4.518
0.819,0.096,1483.491,0.347,0.1,6.217,1.906,2.524
0.891,0.099,1495.821,0.407,0.1,5.761,2.432,2.795
0.831,0.1,1597.562,0.377,0.099,8.428,2.214,2.869
0.754,0.105,1463.65,0.414,0.1,5.83,3.139,4.342
0.902,0.101,1601.214,0.418,0.1,7.314,2.564,2.877
0.832,0.098,1568.123,0.417,0.085,4.831,2.785,3.588
0.792,0.103,1541.727,0.393,0.1,2.876,2.515,3.428
0.759,0.1,1721.307,0.368,0.1,2.347,2.153,3.067
0.862,0.096,1724.106,0.403,0.1,4.565,2.382,2.965
0.831,0.101,1853.311,0.419,0.1,7.349,2.658,3.503
0.818,0.106,1500.389,0.434,0.1,2.086,3.1,4.067
0.887,0.104,1758.19,0.394,0.087,3.992,2.166,2.568
0.861,0.101,1611.577,0.377,0.095,3.212,2.087,2.585
0.762,0.099,1628.822,0.363,0.091,5.699,2.191,3.076
0.788,0.094,1763.372,0.42,0.1,7.97,2.955,4.022
0.779,0.1,1798.381,0.4,0.1,6.422,2.585,3.59
0.852,0.103,1678.248,0.41,0.086,6.866,2.569,3.226
0.729,0.098,1550.223,0.368,0.089,9.57,2.406,3.425
0.823,0.097,1596.884,0.338,0.1,5.658,1.805,2.382
0.856,0.106,1636.769,0.444,0.086,8.513,3.186,3.946
0.882,0.104,1724.373,0.422,0.1,4.751,2.599,3.104
0.792,0.101,1651.868,0.39,0.1,6.963,2.496,3.392
0.868,0.095,1556.477,0.394,0.1,8.146,2.346,2.838
0.753,0.095,1574.26,0.436,0.089,8.617,3.625,4.968
0.874,0.095,1395.283,0.373,0.087,3.776,2.013,2.406
0.756,0.101,1783.245,0.421,0.1,4.04,3.095,4.318
0.8,0.095,1425.942,0.343,0.1,5.016,1.875,2.559
0.863,0.104,1625.023,0.429,0.087,4.001,2.827,3.479
0.761,0.109,1748.004,0.403,0.099,6.32,2.786,3.884
0.776,0.099,1575.238,0.396,0.099,8.456,2.685,3.683
0.848,0.1,1710.323,0.412,0.1,3.228,2.55,3.253
0.848,0.102,1712.082,0.355,0.1,5.259,1.87,2.39
0.834,0.106,1403.79,0.372,0.079,7.814,2.154,2.783
0.843,0.105,1572.371,0.391,0.1,7.629,2.379,3.015
0.819,0.093,1664.171,0.405,0.093,3.91,2.594,3.43
0.779,0.096,1575.724,0.366,0.1,7.283,2.211,3.054
0.793,0.103,1613.871,0.389,0.1,9.733,2.486,3.372
0.767,0.102,1629.819,0.379,0.1,7.01,2.417,3.36
0.891,0.095,1464.989,0.407,0.088,4.617,2.411,2.77
0.825,0.1,1572.317,0.435,0.1,6.12,3.168,4.094
0.8,0.103,1371.578,0.369,0.1,4.704,2.149,2.927
0.808,0.097,1464.112,0.372,0.1,6.254,2.205,2.954
0.906,0.105,1603.699,0.404,0.1,8.726,2.385,2.639
0.762,0.093,1622.954,0.394,0.1,3.071,2.65,3.692
0.825,0.103,1462.241,0.413,0.1,5.304,2.756,3.578
0.814,0.101,1690.266,0.381,0.1,7.072,2.267,3.027
0.829,0.098,1559.11,0.4,0.1,5.721,2.54,3.29
0.721,0.103,1780.488,0.389,0.1,8.253,2.671,3.81
0.881,0.103,1564.158,0.381,0.088,3.291,2.097,2.476
0.9,0.106,1464.213,0.414,0.1,8.997,2.537,2.84
0.822,0.099,1691.277,0.42,0.086,9.826,2.841,3.719
0.843,0.102,1621.081,0.385,0.095,4.879,2.248,2.868
0.896,0.101,1563.825,0.406,0.095,2.911,2.347,2.68
0.845,0.1,1553.125,0.37,0.1,9.901,2.11,2.67
0.762,0.105,1464.737,0.42,0.098,4.807,3.195,4.396
0.824,0.091,1547.69,0.381,0.098,5.937,2.27,2.976
0.829,0.098,1372.677,0.369,0.1,3.942,2.061,2.702
0.803,0.1,1600.721,0.438,0.1,2.444,3.282,4.368
0.851,0.096,1763.656,0.392,0.1,3.004,2.201,2.825
0.9,0.106,1708.061,0.407,0.1,3.902,2.332,2.662
0.897,0.102,1371.651,0.421,0.1,9.903,2.602,2.936
0.806,0.1,1753.804,0.411,0.1,8.371,2.704,3.628
0.753,0.104,1585.339,0.402,0.098,5.364,2.883,4.006
0.926,0.099,1485.366,0.388,0.092,4.554,2.122,2.183
0.872,0.101,1688.894,0.435,0.1,3.15,2.843,3.462
0.756,0.091,1541.075,0.365,0.09,5.88,2.262,3.178
0.896,0.099,1513.535,0.43,0.096,9.257,2.774,3.16
0.88,0.095,1470.403,0.412,0.1,9.946,2.548,2.998
0.816,0.102,1595.959,0.402,0.095,9.215,2.624,3.456
0.826,0.1,1429.657,0.384,0.098,2.526,2.242,2.944
0.8,0.098,1703.558,0.366,0.097,3.265,2.051,2.816
0.737,0.1,1591.069,0.394,0.096,3.133,2.767,3.896
0.792,0.096,1583.647,0.419,0.089,3.293,2.982,4.024
0.864,0.106,1318.268,0.415,0.1,2.995,2.506,3.074
0.711,0.093,1718.935,0.407,0.1,2.771,3.112,4.404
0.791,0.105,1597.843,0.452,0.1,4.803,3.72,4.955
0.8,0.1,1581.391,0.445,0.1,3.264,3.481,4.624
0.818,0.101,1692.754,0.39,0.096,3.158,2.329,3.108
0.895,0.098,1406.404,0.372,0.1,6.196,2.017,2.27
0.793,0.107,1556.909,0.395,0.092,3.625,2.559,3.474
0.793,0.098,1623.653,0.425,0.099,2.049,3.051,4.121
0.851,0.101,1587.93,0.395,0.1,7.569,2.397,3.0
0.807,0.109,1480.818,0.385,0.086,4.628,2.385,3.193
0.775,0.105,1532.099,0.415,0.1,7.897,3.062,4.17
0.807,0.1,1532.457,0.408,0.095,9.145,2.765,3.672
0.759,0.109,1861.983,0.444,0.1,9.402,3.545,4.903
0.766,0.102,1542.313,0.401,0.098,3.422,2.774,3.837
0.813,0.096,1492.179,0.444,0.1,7.381,3.434,4.482
0.802,0.099,1721.323,0.381,0.1,2.6,2.218,3.037
0.893,0.098,1575.338,0.428,0.087,5.706,2.722,3.132
0.795,0.098,1582.658,0.387,0.097,5.414,2.44,3.307
0.825,0.103,1615.044,0.421,0.094,3.625,2.863,3.734
0.833,0.101,1630.23,0.436,0.1,8.2,3.143,4.025
