RUN,DPCOEF,POROS,MMP,SOINIT,SWINIT,XKVH,SORW,SORG,SORM,SGR,SSR,SWC,SWIR,KWRO,KRSMAX,W,oil_recovery_at_1hcpv,oil_recovery_at_2hcpv
182,0.91,0.115,1720.0,0.358,0.642,0.1,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,1.9,2.04
183,0.75,0.085,1471.0,0.375,0.625,0.1,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.5,3.43
184,0.74,0.101,1856.0,0.364,0.636,0.02,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.08,3.01
185,0.85,0.078,1894.0,0.429,0.571,0.04,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.64,3.43
186,0.92,0.098,1675.0,0.34,0.66,0.06,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,1.69,1.78
187,0.79,0.103,1765.0,0.354,0.646,0.07,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.09,2.83
188,0.83,0.091,1463.0,0.381,0.619,0.02,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.28,3.02
189,0.97,0.101,1614.0,0.353,0.647,0.05,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,,
190,0.71,0.088,1884.0,0.388,0.612,0.12,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.43,3.53
191,0.65,0.11,1700.0,0.396,0.604,0.01,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,3.27,4.75
192,0.98,0.089,1385.0,0.341,0.659,0.03,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,,
193,0.94,0.096,1422.0,0.453,0.547,0.03,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,,
194,0.85,0.102,1696.0,0.462,0.538,0.1,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,3.53,4.44
195,0.73,0.078,1326.0,0.423,0.577,0.05,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,3.39,4.67
196,0.84,0.095,1321.0,0.465,0.535,0.01,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,3.66,4.67
197,0.98,0.083,1392.0,0.359,0.641,0.09,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,,
198,0.97,0.106,1744.0,0.336,0.664,0.07,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,,
199,0.9,0.09,1886.0,0.36,0.64,0.11,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,1.63,2.03
200,0.93,0.071,1814.0,0.426,0.574,0.0,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.68,2.92
201,0.8,0.048,1703.0,0.403,0.597,0.11,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.69,3.64
202,0.7,0.079,1436.0,0.373,0.627,0.03,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.67,3.78
203,0.79,0.079,1625.0,0.352,0.648,0.08,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.07,2.8
204,0.73,0.117,1483.0,0.411,0.589,0.03,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,3.17,4.37
205,0.89,0.072,1650.0,0.439,0.561,0.03,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,3.01,3.44
206,0.91,0.084,1410.0,0.396,0.604,0.09,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.36,2.55
207,0.74,0.092,1556.0,0.375,0.625,0.06,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.54,3.49
208,0.72,0.078,1724.0,0.419,0.581,0.04,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,3.37,4.67
209,0.97,0.115,1639.0,0.331,0.669,0.14,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,,
210,0.74,0.076,1889.0,0.431,0.569,0.03,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,3.12,4.37
211,0.79,0.112,1451.0,0.406,0.594,0.06,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.79,3.78
212,0.75,0.073,1446.0,0.335,0.665,0.13,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,1.98,2.71
213,0.72,0.082,1388.0,0.346,0.654,0.1,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.22,3.11
214,0.88,0.071,1807.0,0.433,0.567,0.13,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.84,3.42
215,0.67,0.067,1798.0,0.332,0.668,0.04,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.1,3.08
216,0.89,0.085,1738.0,0.394,0.606,0.06,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.32,2.67
217,0.93,0.091,1775.0,0.348,0.652,0.07,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,1.78,1.83
218,0.67,0.095,1476.0,0.335,0.665,0.1,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.23,3.22
219,0.66,0.095,1873.0,0.401,0.599,0.02,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.9,4.31
220,0.78,0.081,1516.0,0.347,0.653,0.02,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.04,2.77
221,0.76,0.086,1634.0,0.408,0.592,0.01,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.98,4.06
222,0.79,0.088,1503.0,0.438,0.562,0.15,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,3.36,4.54
223,0.79,0.111,1575.0,0.43,0.57,0.07,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,3.21,4.33
224,0.82,0.071,1641.0,0.393,0.607,0.13,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.47,3.3
225,0.77,0.061,1305.0,0.458,0.542,0.15,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,3.92,5.3
226,0.71,0.109,1730.0,0.412,0.588,0.06,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,3.27,4.58
227,0.8,0.112,1780.0,0.371,0.629,0.02,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.26,3.05
228,0.72,0.071,1546.0,0.459,0.541,0.03,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,4.29,5.88
229,0.81,0.096,1749.0,0.442,0.558,0.02,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,3.32,4.43
230,0.76,0.063,1557.0,0.395,0.605,0.05,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.76,3.77
231,0.74,0.1,1533.0,0.378,0.622,0.04,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.59,3.56
232,0.95,0.069,1768.0,0.432,0.568,0.02,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,,
233,0.69,0.093,1430.0,0.404,0.596,0.05,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,3.22,4.56
234,0.68,0.099,1868.0,0.416,0.584,0.09,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,3.16,4.58
235,0.9,0.09,1597.0,0.358,0.642,0.03,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,1.89,2.11
236,0.75,0.08,1419.0,0.347,0.653,0.09,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.13,2.93
237,0.95,0.092,1645.0,0.416,0.584,0.05,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,,
238,0.69,0.107,1617.0,0.404,0.596,0.13,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,3.22,4.56
239,0.78,0.087,1787.0,0.422,0.578,0.1,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,3.1,4.21
240,0.74,0.118,1814.0,0.337,0.663,0.12,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,1.89,2.71
241,0.84,0.096,1456.0,0.334,0.666,0.15,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,1.7,2.23
242,0.88,0.087,1853.0,0.382,0.618,0.0,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,1.99,2.5
243,0.76,0.095,1591.0,0.398,0.602,0.01,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.81,3.84
244,0.73,0.109,1426.0,0.467,0.533,0.05,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,4.45,6.05
245,0.95,0.068,1684.0,0.351,0.649,0.01,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,,
246,0.85,0.058,1666.0,0.36,0.64,0.01,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,1.97,2.55
247,0.9,0.101,1832.0,0.361,0.639,0.1,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,1.79,2.13
248,0.86,0.066,1429.0,0.468,0.532,0.06,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,3.63,4.46
249,0.84,0.097,1318.0,0.455,0.545,0.11,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,3.45,4.42
250,0.72,0.07,1892.0,0.372,0.628,0.14,0.35,0.35,0.05,0.05,0.05,0.15,0.15,0.3,0.35,0.66,2.1,3.07
